target,predictor,value,r_squared,mse,predictor_layer,target_layer
TAB3,(Intercept),1.15229772684906e-17,0.00689599895437157,0.980454520626359,(Intercept),gene
TAB3,MAP3K7,0.0475014077180688,0.00689599895437157,0.980454520626359,gene,gene
TAB3,TAB1,0,0.00689599895437157,0.980454520626359,gene,gene
TAB3,TAB2,0.0438641845008843,0.00689599895437157,0.980454520626359,gene,gene
TAB3,TRAF6,0.0391299219805422,0.00689599895437157,0.980454520626359,gene,gene
TAB3,age,0,0.00689599895437157,0.980454520626359,phenotype,gene
MAPK11,(Intercept),9.84730916324532e-20,6.15413295811679e-05,0.997223026355865,(Intercept),gene
MAPK11,HDAC3,-0.00554121135629784,6.15413295811679e-05,0.997223026355865,gene,gene
MAPK11,PML,0.00522141865383146,6.15413295811679e-05,0.997223026355865,gene,gene
MAPK11,age,0,6.15413295811679e-05,0.997223026355865,phenotype,gene
SHANK3,(Intercept),1.70795042629191e-17,0.00737977004440834,0.987175841800399,(Intercept),gene
SHANK3,ARHGEF7,0.076437454330329,0.00737977004440834,0.987175841800399,gene,gene
SHANK3,age,-0.0366488922985157,0.00737977004440834,0.987175841800399,phenotype,gene
ZNF446,(Intercept),-1.96438414771932e-17,0.00100157142926225,0.993857840119737,(Intercept),gene
ZNF446,ZNF232,0,0.00100157142926225,0.993857840119737,gene,gene
ZNF446,ZNF24,0,0.00100157142926225,0.993857840119737,gene,gene
ZNF446,ZNF263,0.0316476133264778,0.00100157142926225,0.993857840119737,gene,gene
ZNF446,ZNF496,0,0.00100157142926225,0.993857840119737,gene,gene
ZNF446,ZSCAN16,0,0.00100157142926225,0.993857840119737,gene,gene
ZNF446,age,0,0.00100157142926225,0.993857840119737,phenotype,gene
RPS5,(Intercept),-1.12515999034043e-17,0.019591686645454,0.972618643941929,(Intercept),gene
RPS5,KRR1,-0.0899057410011947,0.019591686645454,0.972618643941929,gene,gene
RPS5,PWP2,0.0299660634348461,0.019591686645454,0.972618643941929,gene,gene
RPS5,RRP9,0.0668587330042972,0.019591686645454,0.972618643941929,gene,gene
RPS5,age,-0.0715582688959124,0.019591686645454,0.972618643941929,phenotype,gene
CIRBP,(Intercept),2.75347883007265e-17,0.00834298728604128,0.982237277933896,(Intercept),gene
CIRBP,PRMT1,-0.0766795924365732,0.00834298728604128,0.982237277933896,gene,gene
CIRBP,RBMX,0.00502895451613893,0.00834298728604128,0.982237277933896,gene,gene
CIRBP,age,0.0475972423776849,0.00834298728604128,0.982237277933896,phenotype,gene
STK11,(Intercept),6.25588148710486e-18,0.00199691011603024,0.991196280019827,(Intercept),gene
STK11,CAB39,-0.0437661436960909,0.00199691011603024,0.991196280019827,gene,gene
