target,predictor,value,r_squared,mse,predictor_layer,target_layer
TAB3,(Intercept),-2.38095867209321e-17,0.144593851943424,0.808369953488978,(Intercept),gene
TAB3,MAP3K7,0.0233303006618049,0.144593851943424,0.808369953488978,gene,gene
TAB3,TAB1,-0.0842290295935472,0.144593851943424,0.808369953488978,gene,gene
TAB3,TAB2,0.144652118299293,0.144593851943424,0.808369953488978,gene,gene
TAB3,TRAF6,0.26609880906227,0.144593851943424,0.808369953488978,gene,gene
TAB3,age,0.0625772821600044,0.144593851943424,0.808369953488978,phenotype,gene
PLXNB2,(Intercept),-1.91164229405656e-17,1.08498836650785e-05,0.998168104938877,(Intercept),gene
PLXNB2,ARHGEF11,0,1.08498836650785e-05,0.998168104938877,gene,gene
PLXNB2,age,0.00329391615938817,1.08498836650785e-05,0.998168104938877,phenotype,gene
MAPK11,(Intercept),-1.10400944321215e-17,0.0276059175918265,0.961284038754251,(Intercept),gene
MAPK11,HDAC3,0,0.0276059175918265,0.961284038754251,gene,gene
MAPK11,PML,0.16795749012771,0.0276059175918265,0.961284038754251,gene,gene
MAPK11,age,0.0197872412020426,0.0276059175918265,0.961284038754251,phenotype,gene
SBF1,(Intercept),1.70882165763714e-17,0.0167760433043623,0.968844237576122,(Intercept),gene
SBF1,MTMR2,0.0236025921071039,0.0167760433043623,0.968844237576122,gene,gene
SBF1,SUV39H1,0.124268570710185,0.0167760433043623,0.968844237576122,gene,gene
SBF1,age,-0.00758946655207954,0.0167760433043623,0.968844237576122,phenotype,gene
SHANK3,(Intercept),2.70525516019419e-17,0.0669240448161946,0.916991117787475,(Intercept),gene
SHANK3,ARHGEF7,0.251252174765882,0.0669240448161946,0.916991117787475,gene,gene
SHANK3,age,-0.0392737505423258,0.0669240448161946,0.916991117787475,phenotype,gene
TRIM28,(Intercept),-7.14388455454638e-18,0.0493354191436431,0.931122795806037,(Intercept),gene
TRIM28,CBX5,0.0388742280498869,0.0493354191436431,0.931122795806037,gene,gene
TRIM28,NCOR1,-0.135836580345039,0.0493354191436431,0.931122795806037,gene,gene
TRIM28,SETDB1,0.0757427932185659,0.0493354191436431,0.931122795806037,gene,gene
TRIM28,ZNF10,-0.0270996216253469,0.0493354191436431,0.931122795806037,gene,gene
TRIM28,ZNF197,-0.121275377840341,0.0493354191436431,0.931122795806037,gene,gene
TRIM28,age,-0.0573848936062894,0.0493354191436431,0.931122795806037,phenotype,gene
ZNF446,(Intercept),-1.30675943039621e-17,0.123626448131698,0.822048742202818,(Intercept),gene
ZNF446,ZNF232,-0.0920078548282753,0.123626448131698,0.822048742202818,gene,gene
ZNF446,ZNF24,0.0790830779934564,0.123626448131698,0.822048742202818,gene,gene
ZNF446,ZNF263,0.292870297900718,0.123626448131698,0.822048742202818,gene,gene
ZNF446,ZNF496,0,0.123626448131698,0.822048742202818,gene,gene
ZNF446,ZSCAN16,0.111750812168622,0.123626448131698,0.822048742202818,gene,gene
ZNF446,age,-0.0496877402005591,0.123626448131698,0.822048742202818,phenotype,gene
RPS5,(Intercept),3.05018626100257e-17,0.103359731207373,0.844607128668602,(Intercept),gene
RPS5,KRR1,-0.0871647518042085,0.103359731207373,0.844607128668602,gene,gene
RPS5,PWP2,0,0.103359731207373,0.844607128668602,gene,gene
RPS5,RRP9,0.280043622894535,0.103359731207373,0.844607128668602,gene,gene
RPS5,age,-0.0837388723264062,0.103359731207373,0.844607128668602,phenotype,gene
UBE2M,(Intercept),-1.79682327460941e-17,0.0512670836409326,0.933365417446684,(Intercept),gene
UBE2M,NAE1,0.0908930314725837,0.0512670836409326,0.933365417446684,gene,gene
UBE2M,UBA3,-0.215423368644068,0.0512670836409326,0.933365417446684,gene,gene
UBE2M,age,-0.00811355916915637,0.0512670836409326,0.933365417446684,phenotype,gene
SAE1,(Intercept),-5.58576066950803e-17,0.0887656023667706,0.860608563866058,(Intercept),gene
SAE1,SUMO3,0.0916823567962326,0.0887656023667706,0.860608563866058,gene,gene
SAE1,UBA2,0.227619101882097,0.0887656023667706,0.860608563866058,gene,gene
SAE1,UBE2I,0.128296597605133,0.0887656023667706,0.860608563866058,gene,gene
SAE1,age,0,0.0887656023667706,0.860608563866058,phenotype,gene
CIRBP,(Intercept),4.20115224071499e-18,0.0241509558758548,0.959272292130674,(Intercept),gene
CIRBP,PRMT1,-0.133314027027895,0.0241509558758548,0.959272292130674,gene,gene
CIRBP,RBMX,0.00161991923911359,0.0241509558758548,0.959272292130674,gene,gene
CIRBP,age,0.066247625713123,0.0241509558758548,0.959272292130674,phenotype,gene
STK11,(Intercept),-2.45169924014495e-17,0.065221337721644,0.914926613798087,(Intercept),gene
